	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49
X13	-0.5671773374017077	1.2782619985032975	-0.7302997176542444	-0.540510063337966	0.6510191762183464	-1.1991426319626297	-0.27177079057781334	-0.7990257568618078	-0.05941963837130965	0.29844281464979233	0.6518566676855891	0.9918143027807591	1.0821115664988836	-0.8308675726380722	0.17029238696625928	0.7440875998360931	0.8273847427188527	0.43028178750890805	-0.33217931748568125	1.388827235430107	-0.00938582365198909	0.5337746344825413	-0.6336884260805452	-0.04678059795501621	0.6722956799700075	0.5313476443663068	-0.6980277039588839	-0.0784668246547523	0.09894859891569163	-0.6711497966052091	0.09636570784771109	0.8889826372628122	0.7730466438467205	-0.778255429077086	0.6479574272759411	-0.09574321255169312	0.9702163076899909	-0.23532588577291735	-0.0447909028670984	0.5584152776454484	-1.1922930408736299	0.15749100829877177	0.6039757605775965	0.4009542475569862	-0.254993039701624	0.5293289551003497	-0.568316027445356	0.42631198738046777	1.0218340425127619	-0.3770711734103732
X14	-0.5492242783749597	0.5557340321444229	-1.4069430457084398	-0.36374811007375635	-0.27176820017319303	-0.5337733075738236	-0.2235714545778671	-1.036244168507239	-0.10942031028258706	0.3533458704715978	1.12675671914808	0.21288243791379163	0.47356453405942944	-0.9813734207862154	-0.03593272098778133	0.21138286865943806	0.41407774431175076	0.6653908236445394	-0.6562969606602234	1.4212764125329505	0.36386161164938324	0.7623420217350907	-1.4207922058229934	-0.5950295879470209	0.9752383726085693	0.1800024522667078	-0.14830593911653478	0.07033326138967538	0.4085106220686725	0.02479062658846698	0.0751517977734561	0.09751876441821394	0.4171760134318946	-0.5799228179750946	0.5592189040728004	0.49952398889573024	0.8108111650207592	-0.19431911753261177	0.4937859672845591	0.5800324942163644	-1.0950544914189209	0.4209327201195463	0.17496921791293507	0.3265446975017399	-1.28593866295261	0.8566081337197349	-0.9255388373463023	0.6419732979281499	-0.01301425378093829	-0.4240281201472536
X15	-1.2583816182221108	0.6608223958993068	-0.942548621681033	-0.41519524118162693	0.264223719351481	-1.1783694176861297	-1.2955135941354174	-0.3673915343292869	0.14001245990910133	0.16984924586532074	0.34682572383769583	0.5759798262275738	0.9327488898514866	-0.9961911530115016	0.7049408672175727	0.6396504993799951	0.7251217119332953	0.19490822714697198	-0.7287713264092531	1.3157422746823757	0.6662745033498783	-0.1829506125908682	-0.6546221005621953	-0.5833390161779692	0.7892642054855474	0.7075720612563025	0.03723805915496051	0.004755862968491453	-0.05216067247955497	0.13366596819044985	0.19179203385030522	0.023379931726003667	0.7276651553129829	-0.43101838748495114	0.5811365745900656	-0.4694055913069085	0.1867105860749947	-1.0306115326534524	0.43791383448340715	0.928670838043357	-0.2201108125961554	0.620653522456702	0.7337426594266544	-0.1018395939944603	-0.9081635955746552	1.084302852014795	-0.8403405485076062	0.5152604709305779	0.0022504984026542885	-1.2191939594652401
X16	-1.3873627512957527	0.6860332856877688	-0.6614437993854675	0.16120141821835365	0.74328224886355	-0.37482899913152395	-0.45829717670915376	-0.7197932591613531	-0.46593071495740673	0.10554384141772066	0.5927858865624469	0.16143110964775598	0.5812948605331224	-1.3332254470033418	0.8866882972619327	0.7175250517494437	0.37106243886787676	0.48439820602924283	-0.42517975526226803	1.1312416515108603	0.5061099245718546	0.38755328990911686	-0.5896262170556777	-0.1325007160140953	0.25930133901381736	0.1032686115955736	0.1545596094048753	0.46883490884442225	0.30654154874963196	0.22377248729058674	0.13352934292577653	0.2856750991831184	0.5427695205569458	0.06370837782379762	0.23003490438936247	0.31320304162976537	0.3615943286229176	-0.7849550777712007	0.2567443278852458	0.17621879284074937	-0.3880971469425692	0.8153147689655265	0.7226517868205816	0.3695469248389933	-0.9517427898459438	1.3865577089583043	-0.10921070907844999	1.2094138869793654	0.15369001145050465	-0.6014118413167189
X17	-1.0706079711146717	1.004515319271033	-0.7580875228521416	-0.14014807550591715	0.6047009218814106	-0.482346762279654	-0.8766988305581496	-0.3331357413757744	-0.2775177489091691	0.9083961688726467	0.6393153328105194	0.26277779712137606	0.5278652157594849	-0.9219471579697935	-0.07684850499661727	0.15378244495860377	0.44548161073260206	0.5797907240737652	-0.1573183556133811	1.2487189009387887	0.10992585022842494	0.5403134033048711	-0.4831713413825826	-0.7136034528565955	0.5363424011190182	0.5432127932976332	-0.27279890539878515	0.03650943840880094	0.5190146916053501	0.1431648612609775	0.7864892118711122	0.40265857446088743	0.7984965891537757	-0.11359135361329087	0.5000608662018304	0.1600660680623033	0.6493280202100168	-1.0715495083147273	-0.4790121134782448	0.5186783216555679	-1.1101334489661556	0.5355745845441251	0.18386089518809945	0.43234342506126977	-0.6099924392246003	0.6515837614921586	-0.3546631665683516	0.7289254162347005	0.6600715931816076	-0.5081296195061957
X18	-0.8427883286466642	0.6662809430416143	-0.4874229720013109	0.019350878640860575	0.1542570883458459	-1.1712291575950373	-1.0607695958415269	-0.9917707643123597	-0.03686657279425304	1.1631235167168923	0.453455530384019	0.30479212831192765	0.4338826856259034	-1.0467313330532224	0.4983768390220854	0.3891061661732676	0.32028327639442633	0.5917712635875366	-0.4509141319478542	1.3990503025880634	0.4153592641867124	0.16496607681559972	-1.1276951726160502	-0.24768882995473268	0.05362420327470968	0.5003346179192963	0.032058426575184706	0.1163587799255823	-0.21600716352750604	-0.6271390810986196	-0.10866958699535201	0.7418502996106895	0.12615420777314643	-0.274992823432706	1.201517537433313	0.143246368601212	0.459798628224669	-0.2818466652679029	-0.03206954120056631	0.4105722292572129	-1.0178579735746085	0.12892564070087678	0.6075371916741757	-0.07833838879710367	-1.1640884024254632	0.5929823468299604	-0.18766595904739547	1.1410719747294873	0.6626409854527757	-0.37906416201470916
X19	-0.5979300539437814	1.2418714157539008	-0.7248501014951065	-0.5128852106007059	0.7533461909244313	-1.0795052021068587	-1.1325522825571925	-0.8034565565956597	-0.6147896625621811	0.8494246480194405	0.13980704037464609	1.1108546180461012	0.9718606683262914	-0.40687935477946224	-0.001750505000856828	0.19888353125405123	0.4127784038794058	0.43487518502402595	-0.8839657536872647	0.5976553370935048	-0.21110676769202297	0.36035993187211296	-0.5026853214614896	-0.8249935395309126	0.7584879171986677	0.46388767894081995	-0.3060629663808045	0.04098494272072417	0.06921599071752296	-0.41813248929559677	0.743701203622002	0.9376815249569441	0.6040685125940084	0.19357562418842067	0.314526920641355	0.35008211044690085	0.09122382646487837	-1.178957422829694	0.3913958528789269	0.6852374192546603	-0.29318911789776053	0.2095450149874606	0.9620657022923476	0.6103270512666369	-0.3601082974665241	0.8226892071123558	-0.21683416924534626	0.9012626921085167	-0.04244385774575432	-0.7625441242829499
X20	-0.8797365269719287	0.7186390982913423	-0.4883244046296753	-0.6998349755990445	-0.105355595276697	-0.3253135167622593	0.173450461936621	0.5021086217781161	0.9411551564272761	-0.034729002602475675	0.7739848113224661	-0.46522552604712697	1.0228003207453626	0.4492875894514306	-1.0407035550829138	-0.15971622518927736	0.08738981966305592	-0.37746240541975795	-0.33667593582568334	-0.40056810701741347	0.5470317818613386	-1.0041981596055807	0.35306028335911166	0.41016459949219497	-0.3168616554055888	-0.3996990503914297	-0.09841418711346077	-0.08069349842229573	-0.9208838440779153	-0.2581966239671374	0.36431999414656313	-0.3647150457915545	0.8788244542261713	0.9479119567454548	0.3619964004992259	-1.0937217442844052	0.9331448617106615	0.4373566420818769	0.1715653112384883	-0.5862980716343009	-0.7949219560474866	0.731584568611374	0.2241727093078445	-0.6191156573353216	0.8237076968073751	-1.0854958100214063	-0.4430388473394148	0.21997384312196377	0.6010840545778676	0.4867388690095217
X21	0.12676736594773447	1.1145770103092312	-0.17808063029304777	-0.5273383543554645	0.41448133547499527	-0.43122986097602395	0.815664389980372	0.6209332893949954	1.134660969691359	0.054725092456204036	0.48153134775919637	0.18837224348758938	1.0279892866945999	0.031159502520576005	-0.609434305115342	-0.331674757180067	0.8364539958222708	-0.374028761044918	-0.3776515245758803	-0.26573928104532213	1.0993857182651146	-0.19225900559781411	-0.6061084137750821	0.6942635276671694	-1.2712522502424135	-1.2976970718660694	-0.07072746137292997	-0.03177943428218122	-1.1932781364445528	-0.5244713677503282	0.37908197968309754	0.008182563675607935	0.38428534548134186	1.0779173143507639	-0.15623148571734868	-0.9329838920837044	0.693490299373358	1.1962358554583916	0.35738734902573244	-0.18547273781969797	-0.26047078981149313	0.31897691091386216	-0.34689917497525197	-1.3399093841300274	1.0505230724532133	-0.5614447650570422	0.21372996731840604	0.7468193726026697	1.0294262991963303	1.1627347275710014
X22	-0.5312053711414735	1.0583000348113853	-0.7111084405128226	-0.417065657935394	0.2567687624577762	0.44872851691287696	0.337963675587183	0.7096823119574518	0.9164092985359844	-0.23627509513863937	0.6670220485152928	0.26854338488961305	0.6797428210736487	0.42819914138717174	-0.9338236287758737	-0.8077601250254329	0.27936029949811814	-0.1383440275455333	-0.1316650139446908	-0.3709413280787264	1.0696334610646605	-0.8149404112251675	0.3195605841042186	0.4628052892238064	-0.22358652069363005	-0.6125127217387456	-0.39711470915513447	0.20547508648596174	-0.9638595613287508	0.39119873033300545	0.6194650386769395	-0.347030783695541	1.1358551011946634	0.9328634621787807	0.5165527774491677	-0.5927971406984278	0.5706339562677898	1.2434909265344634	-0.108931961887617	-0.45376045023307865	-0.5472881138862	-0.028943510285963203	0.26232180394381	-0.8693105101260079	0.7401485737724496	-1.23325020658024	0.09034529151847615	0.6666804243416337	0.07356929950535229	0.39555811285886566
X23	0.11208190658077621	0.8858256763741219	-0.443228979058191	-1.1592300370152464	0.37805149688451717	-0.47092494081438063	0.9956760251068906	0.8548413725844535	0.6950480735093434	0.5018919580022659	0.8692058985237937	-0.0033680791598705642	0.07462118681731222	-0.13273060272384307	-1.0453383985783482	-0.4860397275634072	0.2673798797689436	-0.3314759504432866	0.24628847752305308	-0.5840778546964097	1.158812552186495	-0.5552945742649636	0.04944983538573508	0.3829849220908902	-0.6690370216887388	-1.0342967585182137	-0.163235547354055	-0.7774148879214817	-0.4346719827233251	0.46981212890904933	1.018441820984256	-0.4706092382199779	1.056261820267021	1.3810393478019893	0.17140079678491094	-0.9807964441021428	0.10032047535360034	1.0025339988909483	0.436949847810102	-0.9187365228855231	-0.5572674795252348	0.3803917260933484	0.21167602312876527	-1.0448598142826846	0.3435101717806494	-0.5538417231461988	-0.5336063230285468	0.8005551915966088	0.3354337600561258	0.3613654334587904
X24	-0.8344912395177763	0.9762390148319685	-0.6723547920640256	-0.8245806383977717	0.1354132600169954	-0.3535937869045548	-0.05230001090913361	1.2050231900569797	1.0160676392345431	0.053561529872748675	0.8730326334005496	-0.28766790345029813	0.9637950269128075	0.3053236294853011	-0.3994235457216975	-0.20860058816695412	0.7720789272034005	-0.17895325913108767	-0.019644397169310497	-0.888743888042149	0.7973791094258659	-0.07171563713926532	-0.5940782331682828	1.3845883893302453	-0.7548785401134593	-0.604659482293127	0.2679182931643955	-0.7226312900444027	-0.9169582017877337	0.26671509595047327	0.6196600305465703	0.20974109689279774	0.9414043889810857	0.7732042460552011	0.04976940169450135	-0.9009235764307375	0.08113714970084074	1.0990166422440204	0.4589438746226488	-1.0291132845862667	-0.7906584515575839	0.5472660889252067	-0.23067151852757167	-1.1192925737460329	0.26091236985441363	-0.4372472979912418	0.30104599283297456	0.32371169280549056	0.8061672647166485	0.265693265593565
X25	-0.18504868379000577	0.646524871059003	-0.8380209023455255	-0.7003699312377036	-0.3764457597025722	-0.4606902154041751	0.9997556192171041	0.5820829569114149	0.8657080704398751	-0.13966437875456336	0.7004058477442565	-0.37957439781466945	0.6314690606584873	0.5213181817176915	-1.073342165393245	-0.4174797927839271	0.4759793884271657	-0.6775489061819363	0.2662716748693734	-0.7649915498342564	1.1071423967686536	-0.4045261804407194	0.3129728314126975	1.318563065477761	-1.193910566053361	-0.4895037184498231	0.33960143382221125	0.2777535862340822	-0.8328169065038615	0.08209885829992154	0.647399067554478	-0.5223586753516777	1.2017308955168524	1.2481098930174008	0.4135112881522398	-0.8620925992356273	0.266140713601829	0.3128421284647087	0.13510160449794825	-0.8220255930610041	-0.9787156483825633	0.019365114305219644	-0.6628702913323388	-0.39887427054780156	0.10045463677343996	-0.8607501253720062	-0.0888455921150457	1.0053282439436906	0.3022425872743564	0.9672801826107331
X26	-0.13440722354489804	0.7043769733922949	0.06755049840259958	-0.730886798073797	0.622311741730138	0.04670469291407091	0.6566369800711955	0.6810547038683682	1.3867091834156777	0.4152444371721444	0.7488078425645592	0.5156571345351754	0.5437051888197725	0.2844488391605575	-0.19809007435477222	-0.09084548071723847	0.22841190320968296	-0.15395838513252347	0.5708700974434461	-0.7640937493660219	0.47678465123597374	-0.28754682720338215	-0.5334429073273679	0.4980803130987242	-1.1759733965157464	-0.6383491797526302	0.0916602609458046	0.014506382373959625	-0.8822968412034453	-0.5368405863391663	1.0298737940913067	-0.4075159607338276	0.9638899202787605	0.7088670663166357	0.3195063680812095	-1.4073058810786305	1.1066519129804835	1.309092007679973	0.6463679905354283	-0.938986769669115	-0.5256283313252177	0.18759745137479966	0.07432230023671582	-0.9259752933872243	0.6785908529289778	-0.7092727735154387	-0.5846926566562753	0.7135389861270813	0.6236960519526564	1.0302299474489673
X27	-0.12452620992081187	0.7352657838726218	0.1159150510781285	-0.9174333708801091	0.5469860232593255	-0.34425183637029566	0.9138334280714593	0.6340476879025679	0.8781715117789527	0.1882156699648736	1.0204626372610832	0.5282249666924781	0.6721185897231399	-0.4633378649819253	-0.4513174327546295	-0.7579463597248298	0.19435532035318848	-0.795441719868132	-0.01406873091868173	-1.0795044970475853	0.9335813671423457	-0.94946048073109	-0.3307925969951466	1.1640210067657764	-0.8378199711654672	-0.816944585031996	-0.26030465977030137	0.1693076595828727	-0.8186882304055252	0.3258386518755648	0.2898935632598998	-0.3997608075990176	0.9262974502178688	1.4692692287145963	0.43146735456021257	-1.2848317455638874	0.9849421204196149	1.201686950755818	0.642315560231976	-0.2891302934503627	-0.09692923140364135	0.5601185276585284	-0.7751983667616654	-0.5127989241557253	0.5752185226708671	-1.1224022111960223	-0.4699108606252603	0.4363061212832857	0.6342029892614304	0.5110818008237812
X28	0.10115553754884798	0.6830800639274195	0.6599425709526439	-0.26818695344165167	0.9630138665872272	-0.5778636781701575	-1.2673862617643192	-0.9513457823429017	0.29673696754737083	-0.48308563667342364	-0.573058461621421	0.468650015857742	-0.10173300263334062	0.753650546626994	0.11975502860252743	0.7505011501394354	0.5862627889166102	0.3883075227997825	0.20946603546336873	0.30017490333830454	1.052385605495858	-0.19690990286662982	0.7456834521780675	0.5759643824469107	-0.10030092427507162	0.15201942127442214	0.6790346354906931	0.019262234978440373	0.22957013717869323	0.2540048729733858	0.8469311192996749	-0.32690290009395634	0.9925405068809097	-0.3768165741683807	-0.6314847051767596	0.5259080175041118	-0.9600612259346769	-0.3745206775589287	0.584720132261903	0.059121448025368006	-0.9434165706836269	0.45009508986480146	0.08534820493905163	0.39358061341796136	0.8344116977102559	-0.5143790102139962	0.43671078221993864	-0.16172250322944448	-0.9106780775291639	0.002039986276726302
